id,model,capacity,barcode,brand,year_model,created_at,updated_at
01KZRTCK0EVVRWY5PEG0RV33SH,Curved Glass Freezer,24cu,ADSFK1GDO2,Hiron,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E0DSWK4C0CZ9BNDER,Swing-up Freezer,8cu,IJQ8KPX0LK,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EB4DPGGBRJMRYCWD3,Swing-up Freezer,9cu,LV78VKDPS1,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5BF0MZG6B4468W6Y,Sliding Glass Freezer,18cu,T6A83B8END,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ER5GH761SHHR3Z74C,Swing-up Freezer,9cu,X5AEKBSBQZ,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E8KY57XNCXH9S49PX,Sliding Glass Freezer,18cu,HRB8C5QWB7,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EKZQ38Z5JJK7W95SX,Swing-up Freezer,9cu,7TY893Y4DU,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EWH12E069ET1HYFCJ,Sliding Glass Freezer,9cu,MH9BD1M6NI,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ETQ4920B2ZQH3YG5A,Curved Glass Freezer,8cu,WQBPRURJOP,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E3B79RE1AR8NAD5HX,Curved Glass Freezer,15cu,PALBF7U9LW,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EKN2D2B328YJ1WW2H,Curved Glass Lighted Freezer,18cu,0B2IG8O9VZ,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EQ2GDS36DN170WN4V,Curved Glass Freezer,9cu,QC44YX75WI,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EVNVAQ0Q07JR3DVCE,Swing-up Freezer,9cu,EMPYVLAIFN,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E2W8H97XT7FX0SE39,Sliding Glass Freezer,8cu,FPVCE8FUD5,Liebherr,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EX5WAFFG7N0SMBE04,Curved Glass Freezer,12cu,LOXXKTL1T7,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E0EGZ3NNE3QHRGCX6,Curved Glass Freezer,18cu,MYSQE1CM5D,Liebherr,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7BVGSSN22G2TDSYA,Swing-up Freezer,24cu,N1WU6DJXPS,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5FKHYBWJSN5G9N4B,Swing-up Freezer,18cu,87Y7RT4J90,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E3Q0RPEKKZNVMSF4V,Curved Glass Lighted Freezer,18cu,QBYKC2YE88,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EE06W99ERXCP2Q2JK,Curved Glass Freezer,8cu,7NK2BBDIVD,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EQTP8KZSMEW2EMB5G,Swing-up Freezer,18cu,WNFMCLP20L,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EM2T547BMFCFG54J6,Swing-up Freezer,12cu,H485ODBAPB,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EEN6QKPGVEK3Y94H0,Sliding Glass Freezer,8cu,UHT9T4HY3K,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ECZWCFBE9SY8W79CX,Curved Glass Lighted Freezer,15cu,ZM970TNWTF,Liebherr,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ED492QGGAXMRZSZ5W,Swing-up Freezer,15cu,NU7E8ON8CI,Liebherr,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EKXQY6BYA7RZ8H2YS,Curved Glass Lighted Freezer,8cu,K9PSK3AFFW,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EPAK7SM9GQMAQCJPB,Swing-up Freezer,18cu,LF4GP4KR6L,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EC0F6RP7DWRWPWP26,Sliding Glass Freezer,18cu,DM3YCVL1N5,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ENY95TTPJWD6SE30C,Curved Glass Lighted Freezer,18cu,2488MPZT0I,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E8H9XZ6XM3NQG8FD3,Curved Glass Lighted Freezer,15cu,VTDD5J7OEG,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E9VRXB2X1X784NBCE,Curved Glass Freezer,18cu,K8FN66HLCC,Liebherr,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EHDJ7ZE2H29SEMP4F,Swing-up Freezer,8cu,YDDT758TI2,Aucma,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EFA05SSP1VNR508GM,Swing-up Freezer,24cu,AO3WK47R83,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ENANQKS1NKQBJ2SX8,Curved Glass Freezer,12cu,7NVVIQCBDH,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E30Y73HWSR5ZEJQPG,Curved Glass Lighted Freezer,18cu,QJQXZJ01UW,Hiron,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EATFRCB4ZQ1HJVY2M,Curved Glass Lighted Freezer,8cu,XAJ9E0WX5Y,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E2TZ41D59P6QATK6K,Sliding Glass Freezer,15cu,OZF9OV6SPY,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7MZ9Q7YVFY425XXG,Curved Glass Freezer,9cu,JP7228YJEO,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EVSMZ2BQ9RS7CRG9E,Swing-up Freezer,24cu,RD0EQTEYZV,Hiron,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ERY3EBNHF573P6N9T,Curved Glass Freezer,15cu,PW981MSDN2,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EZ23VHVB0YEESQ8B4,Swing-up Freezer,24cu,IUE9U9RO5O,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EFF74DNPMQBMAV6VJ,Swing-up Freezer,8cu,O1VRM4VPNM,Hiron,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EYNPB1QS1GX1CF2BP,Curved Glass Lighted Freezer,12cu,NEC76FK1DT,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EAT12NCZBJQVMEP0F,Sliding Glass Freezer,9cu,SSZHNM0VBU,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EAJVR02XV8WCNFXJQ,Swing-up Freezer,15cu,N2C32ARI1Q,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EYN3HYHJSMAQ7RNSV,Sliding Glass Freezer,9cu,OPRXS27T3Y,Liebherr,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EZ4QMCDC5BA6MX9J8,Sliding Glass Freezer,12cu,KNX615SARX,Haier,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7Q3TJ5HN76J6QS58,Curved Glass Freezer,18cu,5YCBTTTSM8,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E8A41PF7RE2XCDBZ1,Swing-up Freezer,8cu,OOR2CB8COZ,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EKHX0V93GB38V3V5D,Curved Glass Lighted Freezer,15cu,V6ZCEHHSST,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ECB4NS9QNHS09HMZE,Curved Glass Freezer,9cu,33T6SQWWKC,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5Q07TA90VPZVA032,Sliding Glass Freezer,12cu,ZDRW3OAAG7,Aucma,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7G0XZNQH2DEEHBHJ,Sliding Glass Freezer,9cu,UM8PGHW6C0,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E4TDGWRJA3B688CK0,Swing-up Freezer,12cu,B2YO9I2SPM,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EVQGH0HZF0YD7Z32X,Sliding Glass Freezer,15cu,TJ5LIWW747,Liebherr,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EE2E80SJ4NF27XF1K,Curved Glass Freezer,12cu,ZNUAV1WZXW,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EHF2SSE3G8AM34HY4,Curved Glass Lighted Freezer,8cu,CWW490ISMZ,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EEXR0M5WBHHHV7DJ1,Swing-up Freezer,18cu,9LHOJCX1EE,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E2SYWHPX5SPCE3BXN,Swing-up Freezer,24cu,SH0APLMO00,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EGEKY4EKT9Q96046A,Sliding Glass Freezer,12cu,09PYK0RB90,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EW34YQN3FKXZ8TVGE,Curved Glass Freezer,24cu,61LTLSISMA,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E86X1H3TVZDK8FYFX,Curved Glass Freezer,8cu,9P0E3RKND1,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ETJF0KDWEWDBV5CP8,Sliding Glass Freezer,24cu,PL12Y2CXIL,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EAFH5TWYC1JCSMC1N,Curved Glass Freezer,8cu,JRYW41UBTD,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E015B1445JGKVMKZ6,Curved Glass Freezer,8cu,D6AY26UHQP,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E0D04X529EWNJGZTQ,Swing-up Freezer,15cu,2Q3B7GYHJ5,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ECHGS3APJ467Y392A,Sliding Glass Freezer,12cu,Z5Z5WOLHUF,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5WSTN3D8JZWSVT3Y,Curved Glass Freezer,9cu,UMTVJCN97W,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EHX29TS3SRMV30VE7,Sliding Glass Freezer,9cu,APZ4AKM1BX,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E4B61YFAXDMSR3GJ5,Sliding Glass Freezer,15cu,AIU796M44M,Liebherr,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7J9392CJWVRTK3CT,Sliding Glass Freezer,18cu,UAJ207WXIJ,Liebherr,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E054S4G6MNXMP6W7T,Curved Glass Freezer,15cu,LIE7LJY5XM,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ETB4AQ4MGJF9MR5KV,Curved Glass Freezer,24cu,ARC4ASTVT4,Liebherr,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EY631B4MWR3ACDP70,Curved Glass Freezer,18cu,7OSWQF82ER,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EQYG078R98T48YDRV,Curved Glass Lighted Freezer,8cu,AWWDJNCIMC,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EJCV9TGM4VA1B4GK5,Curved Glass Freezer,9cu,UT733SF7NZ,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EXZC6P5W4YHXKRDYG,Swing-up Freezer,24cu,5MYBVRLJBF,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EP8G0W3HPWNQQPM9C,Swing-up Freezer,9cu,IZVZBRVNTR,Liebherr,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EZC97KX6SXFCM4MXB,Curved Glass Freezer,24cu,3QOZ7ZAWL9,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0ECDDPYJ12K91GHAEQ,Curved Glass Freezer,24cu,DUN69W01MV,Aucma,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EQT6F5Z4P9EPZSRED,Curved Glass Freezer,9cu,Y8PWKT1ZHD,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EDFDDPS25G0397ZK8,Swing-up Freezer,18cu,6Y9PZ3O5K6,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E5JC6A9MXWS09THEF,Curved Glass Lighted Freezer,18cu,BME2D328V7,Aucma,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EQ0X6NZ9G5KKAVYH5,Curved Glass Freezer,8cu,XVPZVS6Q5J,Liebherr,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EHN2YG57XCBPT7T15,Sliding Glass Freezer,15cu,S6SD5W5UTL,Liebherr,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EE0ER190B54ZV9F1T,Curved Glass Freezer,24cu,ABZBRIG314,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EBHQWCPQPA0Q6GW55,Sliding Glass Freezer,12cu,3A21NVUS13,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EJX5D44ES7Z5KGZDB,Curved Glass Lighted Freezer,24cu,TLMYWS0WK2,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E6A9H7Z1YEZ075HVC,Curved Glass Lighted Freezer,15cu,GL2917V6EO,Liebherr,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0E7DSPRDBP1MY506T5,Curved Glass Freezer,12cu,5SL49NZG5O,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EXRE3AH897P6FDZT6,Curved Glass Freezer,18cu,KYY21BA6HJ,Aucma,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EAVQQP0H4Z4J5Q59Q,Curved Glass Freezer,18cu,SL3KGKQI49,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EBQM4R0R3BT1CKPCV,Curved Glass Freezer,18cu,B0YKAM6B9E,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0EZE4QN20AEN3RYYQJ,Curved Glass Freezer,18cu,G186S5S6WN,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FE8CZ0BSTC34EC5EN,Swing-up Freezer,12cu,1CD3BYD9LJ,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F097KKZ4E2356E55Y,Curved Glass Freezer,9cu,YYM37OBWXC,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FC5YP22X1CGHTS1NY,Curved Glass Freezer,9cu,FKCUKTME68,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FGVJF2N7RBZF81SBK,Curved Glass Lighted Freezer,12cu,B0ITJVTGVD,Aucma,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FGWAZT5HV7QPT7GD3,Swing-up Freezer,24cu,0358QCKEQ6,Hiron,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FJ204TWAYFAFB4EAF,Sliding Glass Freezer,12cu,23K0IT6321,Hiron,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F24TJWQV1GWZNV4QE,Swing-up Freezer,9cu,85YHOJLWJ7,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F077CT7Y7JM9JYSWV,Curved Glass Lighted Freezer,9cu,MAZY7Y2RH2,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FWMR5Q3YMJYJDQT77,Curved Glass Freezer,9cu,917B6PU5U4,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FM2AYWZS2005NB8SZ,Sliding Glass Freezer,15cu,SSC6BY90YO,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FPAMHS7P4ME58ACZC,Curved Glass Lighted Freezer,12cu,KOLQ0YIXCF,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FHD6J009H4DG5GDD1,Curved Glass Freezer,24cu,2UCITUYC0J,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FA4FRMH4RJ7Q1BBVY,Curved Glass Freezer,8cu,9YX5Y8LWT2,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FTNCSNJD8NPJR9V7J,Swing-up Freezer,24cu,26LPQPSHUH,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FH9M4SVPTEFZ8SZP5,Curved Glass Lighted Freezer,24cu,64YGZ4B1V2,Haier,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FJ8M3W0GESH0BM6ZH,Swing-up Freezer,18cu,HEAPCJJ0RM,Aucma,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F5VFZXE5BNACFSCAW,Swing-up Freezer,12cu,VYSC8ZIL4Z,Liebherr,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F4PF88AZ0N95KMGQ6,Curved Glass Lighted Freezer,24cu,T72UGW7EMI,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FGRA5Z6BP5CCRRF3V,Sliding Glass Freezer,9cu,IAZE4ZS3EF,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F36VZPJSHNVWBKJ4Z,Curved Glass Freezer,18cu,AO8RIJW9BN,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FG8P35E6HWRNHXVGX,Sliding Glass Freezer,9cu,IF7LC14ZSV,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FQE0KBEG7Z7XCFYA7,Curved Glass Freezer,9cu,VUATXVV4VF,Haier,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FDH1RFPKH0QCY6CZV,Sliding Glass Freezer,8cu,31CN1OYWMZ,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FWSK8JPBYQA9V6GJJ,Curved Glass Lighted Freezer,12cu,VURLHG7ZPH,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FVC3VJ0E64591GMTG,Curved Glass Lighted Freezer,24cu,3879H7EKOL,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FDZ132JNVAJDRFRB3,Curved Glass Lighted Freezer,9cu,0FHVLVZO1M,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FS40VJBSHR4REZK1K,Curved Glass Lighted Freezer,24cu,TJ1D042FZ5,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F9S940845GMF99A81,Sliding Glass Freezer,12cu,LHNJSR4UUT,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F28JC5P9ZXTNGM8ET,Curved Glass Freezer,8cu,WTNZ4VUALN,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F2G89NQFSHM0B1V5V,Swing-up Freezer,12cu,3MPX6HNDKN,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FFDYRN1AFT9WD28GC,Curved Glass Freezer,15cu,VDKNIQVD5W,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F1YCPSEA50QV3712V,Curved Glass Freezer,9cu,8TVUIS25JP,Liebherr,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FZKEKMCV2GRFQX68C,Curved Glass Freezer,18cu,W3AJ220WOY,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FR8T5DHFT5N6GB7Q4,Curved Glass Freezer,12cu,LT58IXP9G6,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FYH9CNE8MSEJB8DNX,Curved Glass Freezer,8cu,49APVWQQNU,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FACC3HQE9Q0SG7PFQ,Swing-up Freezer,15cu,X4OBAT25D2,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F18GFJGT1TF7QT9SD,Sliding Glass Freezer,24cu,P3HNOVOVTT,Hiron,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FXX1JC62YXNN5SEX2,Curved Glass Lighted Freezer,18cu,L6NVHSAKA3,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0F1ND55SV6YG4ADY5P,Sliding Glass Freezer,15cu,0IXFEBCRPO,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0FNZJT901795ACPGBG,Curved Glass Lighted Freezer,9cu,JCEN3OAY20,Hiron,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GMZZW43XPCCBFYXS7,Swing-up Freezer,24cu,BCEGMC21F0,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GEB47XJX12MSPS38Z,Sliding Glass Freezer,18cu,BS4TFVEWJR,Aucma,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GVB6CNFF1YFJ6K1BS,Curved Glass Freezer,9cu,Z4FM7S92GH,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GG5AGBZY7AC1DEK66,Curved Glass Freezer,12cu,UWD02RQAAW,Haier,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GT4F2PKYY7R4S3AF0,Swing-up Freezer,8cu,HXV1QWI47D,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GR9N21MD31VNZ4MGN,Curved Glass Lighted Freezer,9cu,QANLORLISZ,Liebherr,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GSN84H3ZVQABZ5P3N,Curved Glass Lighted Freezer,9cu,XZE46Q1TU6,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GFV7TSR8JBDWYEJ5P,Curved Glass Freezer,24cu,NB9A43TORK,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GDR0SZHA61K56JG0T,Swing-up Freezer,15cu,KPLM1V20FB,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0G0DG8YS3VG69RZ0BJ,Sliding Glass Freezer,8cu,OJSVBIZV6P,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GK2WD07J6C5FAD9Z4,Curved Glass Lighted Freezer,15cu,MO25TXULAW,Haier,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0GPYHB1PZJ6NEV8RGQ,Curved Glass Freezer,9cu,SHULRXPRP9,Aucma,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
